lab_name,model_name,release_date,context_window_tokens,input_cost_usd_per_1m,output_cost_usd_per_1m,throughput_tokens_per_sec,swe_bench_verified_pct,mmlu_pct,weights,status,source_url,notes
Google DeepMind,veo 3.1 lite generate preview,2026-03-31,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 2.5 flash lite preview 09 2025,2026-03-31,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 3.1 flash lite preview,2026-03-31,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,Google: Lyria 3 Pro Preview,2026-03-30,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/lyria-3-pro-preview,OpenRouter models API auto-detected. canonical_slug=google/lyria-3-pro-preview-20260330.
Google DeepMind,Google: Lyria 3 Clip Preview,2026-03-30,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/lyria-3-clip-preview,OpenRouter models API auto-detected. canonical_slug=google/lyria-3-clip-preview-20260330.
Google DeepMind,gemini 3.1 flash live preview,2026-03-26,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,lyria 3 clip preview,2026-03-25,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,lyria 3 pro preview,2026-03-25,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
OpenAI,OpenAI: GPT-5.4 Nano,2026-03-17,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.4-nano,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.4-nano-20260317.
OpenAI,OpenAI: GPT-5.4 Mini,2026-03-17,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.4-mini,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.4-mini-20260317.
Mistral AI,Mistral: Mistral Small 4,2026-03-16,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/mistralai/mistral-small-2603,OpenRouter models API auto-detected. canonical_slug=mistralai/mistral-small-2603.
Z Ai,Z.ai: GLM 5 Turbo,2026-03-15,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/z-ai/glm-5-turbo,OpenRouter models API auto-detected. canonical_slug=z-ai/glm-5-turbo-20260315.
NVIDIA,NVIDIA: Nemotron 3 Super (free),2026-03-11,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/nvidia/nemotron-3-super-120b-a12b:free,OpenRouter models API auto-detected. canonical_slug=nvidia/nemotron-3-super-120b-a12b-20230311.
NVIDIA,NVIDIA: Nemotron 3 Super,2026-03-11,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/nvidia/nemotron-3-super-120b-a12b,OpenRouter models API auto-detected. canonical_slug=nvidia/nemotron-3-super-120b-a12b-20230311.
Alibaba,Qwen: Qwen3.5-9B,2026-03-10,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-9b,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-9b-20260310.
Google DeepMind,gemini embedding 2 preview,2026-03-10,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 2.5 flash lite preview 09 2025,2026-03-10,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 3 pro preview,2026-03-09,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 3.1 pro preview,2026-03-09,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
OpenAI,OpenAI: GPT-5.4 Pro,2026-03-05,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.4-pro,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.4-pro-20260305.
OpenAI,OpenAI: GPT-5.4,2026-03-05,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.4,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.4-20260305.
OpenAI,OpenAI: GPT-5.3 Chat,2026-03-03,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.3-chat,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.3-chat-20260303.
Google DeepMind,Google: Gemini 3.1 Flash Lite Preview,2026-03-03,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/gemini-3.1-flash-lite-preview,OpenRouter models API auto-detected. canonical_slug=google/gemini-3.1-flash-lite-preview-20260303.
Google DeepMind,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview),2026-02-26,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/gemini-3.1-flash-image-preview,OpenRouter models API auto-detected. canonical_slug=google/gemini-3.1-flash-image-preview-20260226.
Google DeepMind,gemini 3 pro preview,2026-02-26,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Alibaba,Qwen: Qwen3.5-35B-A3B,2026-02-25,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-35b-a3b,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-35b-a3b-20260224.
Alibaba,Qwen: Qwen3.5-27B,2026-02-25,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-27b,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-27b-20260224.
Alibaba,Qwen: Qwen3.5-122B-A10B,2026-02-25,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-122b-a10b,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-122b-a10b-20260224.
Alibaba,Qwen: Qwen3.5-Flash,2026-02-25,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-flash-02-23,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-flash-20260224.
Google DeepMind,Google: Gemini 3.1 Pro Preview Custom Tools,2026-02-25,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/gemini-3.1-pro-preview-customtools,OpenRouter models API auto-detected. canonical_slug=google/gemini-3.1-pro-preview-customtools-20260219.
OpenAI,OpenAI: GPT-5.3-Codex,2026-02-24,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.3-codex,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.3-codex-20260224.
Google DeepMind,Google: Gemini 3.1 Pro Preview,2026-02-19,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/gemini-3.1-pro-preview,OpenRouter models API auto-detected. canonical_slug=google/gemini-3.1-pro-preview-20260219.
Anthropic,claude 3 7 sonnet 20250219,2026-02-19,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://platform.claude.com/docs/en/release-notes/api,Anthropic API release notes extraction.
Anthropic,claude 3 5 haiku 20241022,2026-02-19,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://platform.claude.com/docs/en/release-notes/api,Anthropic API release notes extraction.
Google DeepMind,gemini 3.1 pro preview customtools,2026-02-19,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Anthropic,Anthropic: Claude Sonnet 4.6,2026-02-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/anthropic/claude-sonnet-4.6,OpenRouter models API auto-detected. canonical_slug=anthropic/claude-4.6-sonnet-20260217.
Anthropic,claude sonnet 4 6,2026-02-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://platform.claude.com/docs/en/release-notes/api,Anthropic API release notes extraction.
Google DeepMind,gemini 2.5 flash preview 09 25,2026-02-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,imagen 4.0 generate preview 06 06,2026-02-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,imagen 4.0 ultra generate preview 06 06,2026-02-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 2.5 flash image preview,2026-02-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Alibaba,Qwen: Qwen3.5 Plus 2026-02-15,2026-02-16,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-plus-02-15,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-plus-20260216.
Alibaba,Qwen: Qwen3.5 397B A17B,2026-02-16,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3.5-397b-a17b,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3.5-397b-a17b-20260216.
Z Ai,Z.ai: GLM 5,2026-02-11,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/z-ai/glm-5,OpenRouter models API auto-detected. canonical_slug=z-ai/glm-5-20260211.
Alibaba,Qwen: Qwen3 Max Thinking,2026-02-09,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3-max-thinking,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3-max-thinking-20260123.
Anthropic,claude opus 4 6,2026-02-05,N/A,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://platform.claude.com/docs/en/release-notes/api,Anthropic API release notes extraction.
Anthropic,Anthropic: Claude Opus 4.6,2026-02-04,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/anthropic/claude-opus-4.6,OpenRouter models API auto-detected. canonical_slug=anthropic/claude-4.6-opus-20260205.
Alibaba,Qwen: Qwen3 Coder Next,2026-02-04,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/qwen/qwen3-coder-next,OpenRouter models API auto-detected. canonical_slug=qwen/qwen3-coder-next-2025-02-03.
Google DeepMind,gemini 3 pro preview,2026-01-29,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 3 flash preview,2026-01-29,N/A,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Moonshot AI,MoonshotAI: Kimi K2.5,2026-01-27,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/moonshotai/kimi-k2.5,OpenRouter models API auto-detected. canonical_slug=moonshotai/kimi-k2.5-0127.
Google DeepMind,gemini pro latest,2026-01-21,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 3 pro preview,2026-01-21,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini flash latest,2026-01-21,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini 3 flash preview,2026-01-21,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
OpenAI,OpenAI: GPT Audio,2026-01-19,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-audio,OpenRouter models API auto-detected. canonical_slug=openai/gpt-audio.
OpenAI,OpenAI: GPT Audio Mini,2026-01-19,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-audio-mini,OpenRouter models API auto-detected. canonical_slug=openai/gpt-audio-mini.
Z Ai,Z.ai: GLM 4.7 Flash,2026-01-19,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/z-ai/glm-4.7-flash,OpenRouter models API auto-detected. canonical_slug=z-ai/glm-4.7-flash-20260119.
OpenAI,OpenAI: GPT-5.2-Codex,2026-01-14,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.2-codex,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.2-codex-20260114.
Google DeepMind,text embedding 004,2026-01-14,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Anthropic,claude 3 opus 20240229,2026-01-05,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://platform.claude.com/docs/en/release-notes/api,Anthropic API release notes extraction.
Z Ai,Z.ai: GLM 4.7,2025-12-22,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/z-ai/glm-4.7,OpenRouter models API auto-detected. canonical_slug=z-ai/glm-4.7-20251222.
Google DeepMind,Google: Gemini 3 Flash Preview,2025-12-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/google/gemini-3-flash-preview,OpenRouter models API auto-detected. canonical_slug=google/gemini-3-flash-preview-20251217.
Google DeepMind,gemini 3 flash preview,2025-12-17,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Mistral AI,Mistral: Mistral Small Creative,2025-12-16,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/mistralai/mistral-small-creative,OpenRouter models API auto-detected. canonical_slug=mistralai/mistral-small-creative-20251216.
NVIDIA,NVIDIA: Nemotron 3 Nano 30B A3B (free),2025-12-14,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/nvidia/nemotron-3-nano-30b-a3b:free,OpenRouter models API auto-detected. canonical_slug=nvidia/nemotron-3-nano-30b-a3b.
NVIDIA,NVIDIA: Nemotron 3 Nano 30B A3B,2025-12-14,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/nvidia/nemotron-3-nano-30b-a3b,OpenRouter models API auto-detected. canonical_slug=nvidia/nemotron-3-nano-30b-a3b.
Google DeepMind,gemini 2.5 flash native audio preview 12 2025,2025-12-12,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
OpenAI,OpenAI: GPT-5.2 Chat,2025-12-10,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.2-chat,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.2-chat-20251211.
OpenAI,OpenAI: GPT-5.2 Pro,2025-12-10,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.2-pro,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.2-pro-20251211.
OpenAI,OpenAI: GPT-5.2,2025-12-10,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.2,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.2-20251211.
Mistral AI,Mistral: Devstral 2 2512,2025-12-09,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/mistralai/devstral-2512,OpenRouter models API auto-detected. canonical_slug=mistralai/devstral-2512.
Google DeepMind,gemini 2.0 flash live 001,2025-12-09,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Google DeepMind,gemini live 2.5 flash preview,2025-12-09,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
Z Ai,Z.ai: GLM 4.6V,2025-12-08,N/A,N/A,N/A,N/A,N/A,N/A,closed,active,https://openrouter.ai/z-ai/glm-4.6v,OpenRouter models API auto-detected. canonical_slug=z-ai/glm-4.6-20251208.
OpenAI,OpenAI: GPT-5.1-Codex-Max,2025-12-04,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://openrouter.ai/openai/gpt-5.1-codex-max,OpenRouter models API auto-detected. canonical_slug=openai/gpt-5.1-codex-max-20251204.
Google DeepMind,gemini 2.5 flash image preview,2025-12-04,N/A,N/A,N/A,N/A,N/A,N/A,closed,retired,https://ai.google.dev/gemini-api/docs/changelog,Google Gemini API changelog extraction.
